tScaled  C  D
0.622  0.7040400092979275  0.2959537563734871
0.623  0.7028073434085086  0.2971864604421312
0.624  0.701576348185668  0.2984175207566187
0.625  0.7003470638486379  0.29964689661466953
0.626  0.6991195304708892  0.3008745472829789
0.627  0.6978937879803258  0.302100431998252
0.628  0.6966698761594926  0.30332450996824384
0.629  0.6954478346457953  0.3045467403728017
0.63  0.6942277029317311  0.3057670823649119
0.631  0.693009520365134  0.30698549507174877
0.632  0.6917933261494319  0.30820193759572995
0.633  0.6905791593439162  0.3094163690155718
0.634  0.6893670588640233  0.3106287483873512
0.635  0.688157063481628  0.3118390347455696
0.636  0.6869492118253523  0.3130471871042211
0.637  0.6857435423808832  0.314253164457863
0.638  0.6845400934913052  0.31545692578269224
0.639  0.6833389033574433  0.31665843003762284
0.64  0.6821400100382216  0.3178576361653689
0.641  0.6809434514510297  0.3190545030935299
0.642  0.6797492653721072  0.3202489897356809
0.643  0.6785574894369356  0.3214410549924642
0.644  0.6773681611406454  0.3226306577526871
0.645  0.6761813178384346  0.32381775689442105
0.646  0.6749969967460014  0.3250023112861064
0.647  0.6738152349399869  0.3261842797876586
0.648  0.6726360693584311  0.32736362125158014
0.649  0.6714595368012426  0.3285402945240741
0.65  0.6702856739306791  0.3297142584461627
0.651  0.6691145172718417  0.3308854718548088
0.652  0.6679461058556713  0.3320538941023197
0.653  0.6667805053228787  0.3332194941116406
0.654  0.665617754010954  0.3343822444591271
0.655  0.664457880351563  0.33554211689636365
0.656  0.663300912668157  0.33669908326360753
0.657  0.662146879176446  0.33785311548998576
0.658  0.6609958079848748  0.3390041855936943
0.659  0.6598477270951099  0.3401522656821955
0.66  0.6587026644025351  0.34129732795241713
0.661  0.6575606476967539  0.34243934469095083
0.662  0.6564217046621017  0.34357828827425047
0.663  0.6552858628781649  0.3447141311688308
0.664  0.6541531498203097  0.34584684593146714
0.665  0.6530235928602176  0.3469764052093932
0.666  0.6518972192664317  0.34810278174050113
0.667  0.6507740562049087  0.3492259483535398
0.668  0.6496541307395796  0.3503458779683151
0.669  0.6485374698329205  0.3514625435958886
0.67  0.6474241003465303  0.3525759183387769
0.671  0.646314049041717  0.35368597539115204
0.672  0.6452073425800923  0.3547926880390407
0.673  0.6441040075241741  0.35589602966052425
0.674  0.6430040703379977  0.3569959737259384
0.675  0.6419075573877365  0.3580924937980734
0.676  0.6408144949423283  0.35918556353237474
0.677  0.6397249091741121  0.36027515667714227
0.678  0.6386388261594728  0.3613612470737318
0.679  0.6375562718794933  0.36244380865675463
0.68  0.6364772722206162  0.3635228154542791
0.681  0.635401852975313  0.3645982415880303
0.682  0.634330039842761  0.36567006127359153
0.683  0.633261858429531  0.366738248820605
0.684  0.6321973342502795  0.3678027786329734
0.685  0.631136492728453  0.3688636252090601
0.686  0.6300793591969982  0.36992076314189115
0.687  0.6290259588990811  0.37097416711935605
0.688  0.6279763169888141  0.37202381192441053
0.689  0.6269304585319937  0.3730696724352763
0.69  0.6258884085068428  0.374111723625644
0.691  0.624850191804763  0.3751499405648746
0.692  0.6238158332310972  0.37618429841820156
0.693  0.6227853575058973  0.3772147724469323
0.694  0.6217587892647006  0.3782413380086513
0.695  0.6207361530593187  0.3792639705574215
0.696  0.6197174733586278  0.38028264564398667
0.697  0.6187027745493738  0.3812973389159746
0.698  0.6176920809369811  0.3823080261180988
0.699  0.6166854167463728  0.38331468309236194
0.7  0.6156828061227967  0.38431728577825786
0.701  0.614684273132662  0.3853158102129757
0.702  0.6136898417643826  0.3863102325316011
0.703  0.6126995359292289  0.3873005289673213
0.704  0.6117133794621891  0.38828667585162685
0.705  0.610731396122837  0.38926864961451574
0.706  0.6097536095962103  0.39024642678469645
0.707  0.6087800434936944  0.391219983989792
0.708  0.6078107213539178  0.39218929795654334
0.709  0.6068456666436525  0.3931543455110124
0.71  0.6058849027587256  0.3941151035787878
0.711  0.6049284530249373  0.3950715491851868
0.712  0.6039763406989876  0.39602365945546086
0.713  0.6030285943316038  0.39697141478269427
0.714  0.6020852480911101  0.39791480830684606
0.715  0.6011463111906391  0.39885382925087004
0.716  0.6002117910154696  0.3997884663250738
0.717  0.5992816949349521  0.400718708390959
0.718  0.598356030302999  0.40164454446066306
0.719  0.5974348044585798  0.402565963696405
0.72  0.596518024726216  0.4034829554099284
0.721  0.5956056984164795  0.4043955090619471
0.722  0.5946978328264919  0.4053036142615929
0.723  0.5937944352404281  0.4062072607658606
0.724  0.5928955129300189  0.40710643847905814
0.725  0.592001073155059  0.4080011374522534
0.726  0.5911111231639146  0.4088913478827254
0.727  0.5902256701940343  0.40977706011341375
0.728  0.5893447214724623  0.41065826463237015
0.729  0.588468284216353  0.41153495207221086
0.73  0.5875963656334878  0.4124071132095693
0.731  0.5867289729227954  0.4132747389645497
0.732  0.585866113274872  0.41413782040018154
0.733  0.5850077938725051  0.4149963487218755
0.734  0.5841540218911998  0.41585031527687927
0.735  0.5833048044997051  0.4166997115537345
0.736  0.5824601488605455  0.4175445291817348
0.737  0.5816200621305514  0.4183847599303846
0.738  0.5807845514613942  0.41922039570885844
0.739  0.5799536240001225  0.4200514285654609
0.74  0.5791272868896994  0.4208778506870889
0.741  0.5783055472695446  0.4216996543986923
0.742  0.5774884122760756  0.42251683216273755
0.743  0.5766758890432538  0.4233293765786715
0.744  0.5758679847031306  0.42413728038238485
0.745  0.5750647063863951  0.4249405364456785
0.746  0.5742660612229283  0.4257391377757288
0.747  0.5734720563423538  0.42653307751455527
0.748  0.5726826988745942  0.42732234893848764
0.749  0.5718979959504287  0.4281069454576345
0.75  0.5711179547020522  0.4288868606153536
0.751  0.5703425822636372  0.42966208808772044
0.752  0.5695718857718987  0.4304326216830012
0.753  0.5688058723666586  0.43119845534112305
0.754  0.5680445491914149  0.43195958313314725
0.755  0.5672879233939122  0.4327159992607433
0.756  0.5665360021267131  0.43346769805566276
0.757  0.5657887925477735  0.4342146739792141
0.758  0.5650463018210193  0.4349569216217393
0.759  0.564308537116925  0.4356944357020903
0.76  0.5635755056130939  0.4364272110671073
0.761  0.5628472144948429  0.4371552426910956
0.762  0.5621236709557861  0.43787852567530666
0.763  0.5614048821984227  0.43859705524741766
0.764  0.5606908554347262  0.4393108267610116
0.765  0.5599815978867366  0.4400198356950599
0.766  0.5592771167871533  0.44072407765340516
0.767  0.5585774193799316  0.441423548364244
0.768  0.5578825129208798  0.44211824367961133
0.769  0.5571924046782603  0.4428081595748652
0.77  0.556507101933391  0.443493292148174
0.771  0.5558266119812503  0.44417363762000117
0.772  0.5551509421310825  0.444849192332594
0.773  0.5544800997070078  0.44551995274947226
0.774  0.5538140920486322  0.4461859154549161
0.775  0.5531529270549878  0.4468470780721797
0.776  0.5524966108372137  0.4475034483861794
0.777  0.5518451345218087  0.4481550331525956
0.778  0.5511984870630479  0.4488018378145318
0.779  0.5505566574764188  0.44944386795638175
0.78  0.5499196348384933  0.4500811293028431
0.781  0.5492874082868008  0.4507136277179295
0.782  0.5486599670197008  0.4513413692039877
0.783  0.5480373002962541  0.45196435990071676
0.784  0.5474193974360974  0.45258260608419243
0.785  0.5468062478193148  0.4531961141658924
0.786  0.546197840886312  0.45380489069172625
0.787  0.5455941661376869  0.45440894234106777
0.788  0.5449952131341056  0.45500827592579196
0.789  0.5444009714961736  0.4556028983893128
0.79  0.5438114309043097  0.4561928168056255
0.791  0.543226581098619  0.45677803837835346
0.792  0.5426464118787672  0.4573585704397957
0.793  0.5420709131038532  0.45793442044997906
0.794  0.5415000746922827  0.4585055959957127
0.795  0.5409338866216432  0.45907210478964794
0.796  0.5403723389285758  0.4596339546693377
0.797  0.5398154217086509  0.4601911535963027
0.798  0.5392631251162414  0.46074370965509853
0.799  0.5387154393643966  0.461291631052387
0.8  0.5381723547247164  0.4618349261160098
0.801  0.5376338615272264  0.4623736032940673
0.802  0.537099950160251  0.46290767115399734
0.803  0.5365706110702889  0.4634371383816604
0.804  0.5360458347618866  0.4639620137804264
0.805  0.5355256117975142  0.46448230627026427
0.806  0.5350099327974394  0.46499802488683556
0.807  0.534498788439602  0.465509178780592
0.808  0.5339921694594896  0.4660157772158744
0.809  0.5334900666500119  0.46651782957001525
0.81  0.5329924708613762  0.46701534533244565
0.811  0.532499373000963  0.46750833410380477
0.812  0.5320107640331994  0.46799680559505175
0.813  0.531526634979437  0.46848076962658214
0.814  0.5310469769178254  0.46896023612734633
0.815  0.5305717809831889  0.46943521513397235
0.816  0.530101038366901  0.4699057167898899
0.817  0.5296347403167613  0.4703717513444611
0.818  0.5291728781368703  0.47083332915210996
0.819  0.5287154431875063  0.4712904606714585
0.82  0.5282624268850005  0.4717431564644653
0.821  0.5278138207016133  0.4721914271955651
0.822  0.5273696161654111  0.4726352836308156
0.823  0.5269298048601413  0.4730747366370433
0.824  0.5264943784251102  0.473509797180995
0.825  0.5260633285550576  0.47394047632849284
0.826  0.5256366470000357  0.47436678524359
0.827  0.5252143255652834  0.4747887351877322
0.828  0.5247963561111042  0.4752063375189215
0.829  0.5243827305527432  0.4756196036908825
0.83  0.5239734408602633  0.47602854525223287
0.831  0.5235684790584224  0.4764331738456568
0.832  0.5231678372265508  0.4768335012070808
0.833  0.5227715074984278  0.47722953916485417
0.834  0.5223794820621601  0.47762129963893146
0.835  0.5219917531600575  0.47800879464005797
0.836  0.5216083130885114  0.4783920362689605
0.837  0.5212291541978726  0.47877103671553817
0.838  0.5208542688923281  0.47914580825805875
0.839  0.5204836496297791  0.47951636326235825
0.84  0.5201172884320476  0.4798827143246404
0.841  0.5197551664122271  0.48024487783282876
0.842  0.519397258915635  0.4806028730323461
0.843  0.519043542213175  0.4809567191394267
0.844  0.5186939926502945  0.4813064354630768
0.845  0.5183485866462241  0.48165204140400886
0.846  0.5180073006932184  0.48199355645357944
0.847  0.517670111355801  0.48233100019273517
0.848  0.517336995270013  0.48266439229096464
0.849  0.5170079291426645  0.4829937525052546
0.85  0.5166828897505917  0.4833191006790542
0.851  0.5163618539399166  0.483640456741244
0.852  0.5160447986253089  0.4839578407051108
0.853  0.5157317007892543  0.48427127266732944
0.854  0.5154225374813242  0.48458077280695083
0.855  0.51511728581745  0.4848863613843935
0.856  0.5148159229792024  0.48518805874044457
0.857  0.5145184262130704  0.48548588529526415
0.858  0.5142247728297495  0.4857798615473971
0.859  0.5139349402034283  0.4860700080727902
0.86  0.513648905771082  0.48635634552381557
0.861  0.5133666470317687  0.48663889462829946
0.862  0.5130881415459294  0.4869176761885586
0.863  0.5128133669346906  0.4871927110804409
0.864  0.5125423008791736  0.48746402025237245
0.865  0.5122749211198028  0.48773162472441195
0.866  0.5120112054556224  0.4879955455873085
0.867  0.5117511317436131  0.488255804001569
0.868  0.5114946778980152  0.488512421196527
0.869  0.5112418218896532  0.4887654184694223
0.87  0.5109925417452662  0.4890148171844831
0.871  0.5107468155468395  0.4892606387720153
0.872  0.5105046214309418  0.4895029047274987
0.873  0.5102659375880647  0.48974163661068715
0.874  0.5100307422619684  0.48997685604471686
0.875  0.5097990137490271  0.49020858471521994
0.876  0.5095707303975817  0.4904368443694426
0.877  0.5093458706072936  0.49066165681537116
0.878  0.5091244128285044  0.49088304392086374
0.879  0.5089063355615967  0.4911010276127872
0.88  0.5086916173563613  0.49131562987616073
0.881  0.508480236811366  0.49152687275330476
0.882  0.5082721725733289  0.49173477834299684
0.883  0.5080674033364954  0.49193936879963274
0.884  0.5078659078420186  0.49214066633239417
0.885  0.5076676648773433  0.4923386932044217
0.886  0.5074726532755948  0.492533471731994
0.887  0.5072808519149687  0.4927250242837141
0.888  0.5070922397181279  0.4929133732796999
0.889  0.5069067956516  0.4930985411907818
0.89  0.5067244987251814  0.49328055053770586
0.891  0.5065453279913412  0.4934594238903441
0.892  0.5063692625446337  0.4936351838669084
0.893  0.5061962815211093  0.49380785313317355
0.894  0.5060263640977339  0.49397745440170326
0.895  0.5058594894918087  0.49414401043108425
0.896  0.5056956369603938  0.49430754402516514
0.897  0.5055347857997385  0.4944680780323026
0.898  0.5053769153447114  0.4946256353446119
0.899  0.5052220049682368  0.4947802388972252
0.9  0.5050700340807327  0.4949319116675539
0.901  0.5049209821295554  0.495080676674559
0.902  0.5047748285984445  0.4952265569780257
0.903  0.5046315530069733  0.49536957567784595
0.904  0.5044911349100039  0.4955097559133037
0.905  0.5043535538971424  0.49564712086237106
0.906  0.5042187895922021  0.49578169374100556
0.907  0.5040868216526674  0.4959134978024568
0.908  0.5039576297691621  0.49604255633657685
0.909  0.5038311936649222  0.49616889266913844
0.91  0.503707493095271  0.49629253016115843
0.911  0.5035865078470987  0.49641349220822667
0.912  0.5034682037951157  0.4965318042643055
0.913  0.5033525373811498  0.49664749557043364
0.914  0.5032394782650055  0.4967605948635438
0.915  0.5031289961751548  0.49687113091121277
0.916  0.503021060872735  0.4969791325144018
0.917  0.5029156421508045  0.4970846285066932
0.918  0.5028127098336055  0.4971876477535351
0.919  0.5027122337758367  0.49728821915149385
0.92  0.5026141838619349  0.49738637162751703
0.921  0.5025185300053635  0.49748213413820414
0.922  0.5024252421479107  0.49757553566908574
0.923  0.502334290258997  0.49766660523391404
0.924  0.5022456443349895  0.4977553718739578
0.925  0.5021592743985266  0.4978418646573118
0.926  0.5020751504978488  0.4979261126782088
0.927  0.5019932427061424  0.49800814505634666
0.928  0.5019135211208867  0.4980879909362197
0.929  0.501835955863213  0.4981656794864602
0.93  0.5017605170772721  0.49824123989919045
0.931  0.5016871749296081  0.49831470138938133
0.932  0.5016158996085446  0.4983860931942203
0.933  0.5015466613235746  0.4984554445724901
0.934  0.5014794303047637  0.4985227848039529
0.935  0.5014141768021589  0.498588143188747
0.936  0.5013508710852076  0.4986515490467896
0.937  0.5012894834421832  0.4987130317171891
0.938  0.5012299841796221  0.4987726205576684
0.939  0.5011723436217665  0.4988303449439922
0.94  0.5011165321100185  0.4988862342694095
0.941  0.5010625200023995  0.49894031794409877
0.942  0.5010102776730219  0.49899262539462746
0.943  0.5009597755115663  0.49904318606341547
0.944  0.5009109839227689  0.4990920294082104
0.945  0.5008638733259173  0.49913918490157205
0.946  0.5008184141543544  0.4991846820303634
0.947  0.5007745768549912  0.49922855029525215
0.948  0.5007323318878284  0.4992708192102212
0.949  0.5006916497254865  0.49931151830208664
0.95  0.5006525008527435  0.4993506771100259
0.951  0.5006148557660832  0.4993883251851144
0.952  0.5005786849732501  0.4994244920898709
0.953  0.5005439589928138  0.4994592073978114
0.954  0.5005106483537424  0.4994925006930126
0.955  0.5004787235949834  0.4995244015696836
0.956  0.5004481552650544  0.49955493963174674
0.957  0.5004189139216408  0.4995841444924275
0.958  0.5003909701312046  0.49961204577385276
0.959  0.5003642944685985  0.49963867310665816
0.96  0.5003388575166914  0.499664056129604
0.961  0.5003146298660013  0.4996882244892014
0.962  0.5002915821143367  0.4997112078393444
0.963  0.5002696848664469  0.49973303584095463
0.964  0.5002489087336806  0.4997537381616312
0.965  0.5002292243336538  0.49977334447531285
0.966  0.5002106022899252  0.4997918844619459
0.967  0.5001930132316809  0.4998093878071623
0.968  0.5001764277934276  0.49982588420196794
0.969  0.5001608166146946  0.4998414033424377
0.97  0.5001461503397437  0.4998559749294202
0.971  0.5001323996172881  0.499869628668251
0.972  0.5001195351002199  0.4998823942684758
0.973  0.5001075274453471  0.49989430144358143
0.974  0.5000963473131368  0.49990537991073514
0.975  0.5000859653674692  0.49991565939053484
0.976  0.5000763522753997  0.4999251696067664
0.977  0.500067478706929  0.49993394028616955
0.978  0.500059315334782  0.499942001158215
0.979  0.5000518328341956  0.4999493819548871
0.98  0.5000450018827148  0.4999561124104784
0.981  0.5000387931599979  0.49996222226139087
0.982  0.5000331773476295  0.49996774124594706
0.983  0.5000281251289419  0.4999726991042103
0.984  0.500023607188847  0.49997712557781276
0.985  0.5000195942136746  0.49998105040979274
0.986  0.5000160568910196  0.4999845033444421
0.987  0.5000129659095995  0.49998751412716
0.988  0.5000102919591191  0.49999011250431824
0.989  0.5000080057301428  0.4999923282231331
0.99  0.5000060779139781  0.4999941910315477
0.991  0.5000044792025656  0.499995730678122
0.992  0.5000031802883784  0.4999969769119334
0.993  0.5000021518643296  0.4999979594824834
0.994  0.5000013646236897  0.49999870813961605
0.995  0.5000007892600106  0.49999925263344347
0.996  0.5000003964670591  0.4999996227142801
0.997  0.5000001569387608  0.49999984813258774
0.998  0.5000000413691488  0.49999995863892654
0.999  0.5000000051677418  0.49999999483225693
1.0  0.499999999999993  0.5000000000000056
