tScaled  A  B  C  D
0.334  0.9763688066037137  0.15189730091022813  0.15189730091022813  0.023631193396286398
0.335  0.9760082236522328  0.15302351720839788  0.15302351720839788  0.02399177634776731
0.336  0.9756436639486997  0.154152933022253  0.154152933022253  0.02435633605130039
0.337  0.9752751036385703  0.1552855236740561  0.1552855236740561  0.02472489636142978
0.338  0.9749025188673004  0.15642126448606966  0.15642126448606966  0.025097481132699627
0.339  0.974525885780346  0.15756013078055628  0.15756013078055628  0.02547411421965408
0.34  0.9741451805231629  0.15870209787977851  0.15870209787977851  0.02585481947683729
0.341  0.9737603792412067  0.15984714110599885  0.15984714110599885  0.02623962075879339
0.342  0.9733714580799335  0.1609952357814799  0.1609952357814799  0.026628541920066546
0.343  0.9729783931847992  0.16214635722848425  0.16214635722848425  0.0270216068152009
0.344  0.9725811607012596  0.16330048076927436  0.16330048076927436  0.027418839298740595
0.345  0.9721797367747703  0.16445758172611286  0.16445758172611286  0.027820263225229777
0.346  0.9717740868544732  0.1656176196750794  0.1656176196750794  0.028225913145526856
0.347  0.9713641746162267  0.16678053456344144  0.16678053456344144  0.028635825383773423
0.348  0.9709499860374481  0.16794628659624453  0.16794628659624453  0.029050013962551982
0.349  0.9705315074425713  0.16911483638434624  0.16911483638434624  0.02946849255742882
0.35  0.9701087251560299  0.17028614453860408  0.17028614453860408  0.029891274843970226
0.351  0.9696816255022577  0.17146017166987565  0.17146017166987565  0.030318374497742488
0.352  0.9692501948056883  0.17263687838901845  0.17263687838901845  0.030749805194311895
0.353  0.9688144193907553  0.17381622530689  0.17381622530689  0.031185580609244732
0.354  0.9683742855818928  0.17499817303434795  0.17499817303434795  0.0316257144181073
0.355  0.9679297797035342  0.17618268218224975  0.17618268218224975  0.03207022029646587
0.356  0.9674808880801135  0.177369713361453  0.177369713361453  0.032519111919886746
0.357  0.9670275970360639  0.17855922718281522  0.17855922718281522  0.032972402963936207
0.358  0.9665698928958196  0.1797511842571939  0.1797511842571939  0.03343010710418054
0.359  0.966107761983814  0.18094554519544673  0.18094554519544673  0.03389223801618604
0.36  0.9656411906244812  0.18214227060843116  0.18214227060843116  0.034358809375519
0.361  0.9651701651422543  0.1833413211070047  0.1833413211070047  0.0348298348577457
0.362  0.9646946718615677  0.18454265730202496  0.18454265730202496  0.03530532813843242
0.363  0.9642146971068546  0.18574623980434946  0.18574623980434946  0.03578530289314548
0.364  0.9637302272025491  0.1869520292248358  0.1869520292248358  0.03626977279745113
0.365  0.9632412484730843  0.18815998617434143  0.18815998617434143  0.036758751526915684
0.366  0.9627477472428947  0.18937007126372396  0.18937007126372396  0.037252252757105433
0.367  0.9622497098364134  0.19058224510384092  0.19058224510384092  0.03775029016358664
0.368  0.9617471225780745  0.19179646830554986  0.19179646830554986  0.03825287742192562
0.369  0.9612399717923116  0.19301270147970834  0.19301270147970834  0.03876002820768865
0.37  0.9607282438035581  0.19423090523717387  0.19423090523717387  0.03927175619644202
0.371  0.9602119249362481  0.195451040188804  0.195451040188804  0.03978807506375201
0.372  0.9596910015148151  0.19667306694545633  0.19667306694545633  0.04030899848518493
0.373  0.959165459863693  0.19789694611798833  0.19789694611798833  0.04083454013630705
0.374  0.9586352863073155  0.1991226383172576  0.1991226383172576  0.041364713692684664
0.375  0.9581004671701161  0.20035010415412166  0.20035010415412166  0.04189953282988406
0.376  0.9575609887765285  0.20157930423943807  0.20157930423943807  0.04243901122347154
0.377  0.9570168374509868  0.20281019918406434  0.20281019918406434  0.04298316254901336
0.378  0.9564679995179243  0.20404274959885807  0.20404274959885807  0.04353200048207584
0.379  0.9559144613017748  0.20527691609467677  0.20527691609467677  0.044085538698225256
0.38  0.9553562091269722  0.20651265928237802  0.20651265928237802  0.0446437908730279
0.381  0.9547932293179501  0.2077499397728193  0.2077499397728193  0.04520677068205006
0.382  0.9542255081991421  0.20898871817685824  0.20898871817685824  0.045774491800858026
0.383  0.9536530320949821  0.2102289551053523  0.2102289551053523  0.046346967905018084
0.384  0.9530757873299035  0.2114706111691591  0.2114706111691591  0.04692421267009651
0.385  0.9524937602283404  0.21271364697913617  0.21271364697913617  0.047506239771659624
0.386  0.9519069371147264  0.21395802314614099  0.21395802314614099  0.04809306288527369
0.387  0.9513153043134951  0.2152037002810312  0.2152037002810312  0.04868469568650499
0.388  0.9507188481490803  0.2164506389946643  0.2164506389946643  0.049281151850919844
0.389  0.9501175549459155  0.2176987998978978  0.2176987998978978  0.049882445054084505
0.39  0.9495114110284348  0.21894814360158932  0.21894814360158932  0.05048858897156529
0.391  0.9489004027210716  0.22019863071659634  0.22019863071659634  0.05109959727892847
0.392  0.9482845163482597  0.22145022185377644  0.22145022185377644  0.05171548365174034
0.393  0.947663738234433  0.2227028776239872  0.2227028776239872  0.052336261765567195
0.394  0.9470380547040248  0.22395655863808606  0.22395655863808606  0.05296194529597531
0.395  0.9464074520814691  0.22521122550693068  0.22521122550693068  0.053592547918530985
0.396  0.9457719166911996  0.22646683884137855  0.22646683884137855  0.0542280833088005
0.397  0.9451314348576498  0.2277233592522872  0.2277233592522872  0.054868565142350154
0.398  0.9444859929052538  0.2289807473505142  0.2289807473505142  0.05551400709474622
0.399  0.9438355771559596  0.2302389637281627  0.2302389637281627  0.056164422844040475
0.4  0.9431801743613634  0.23149794780208793  0.23149794780208793  0.05681982563863678
0.401  0.9425197832600715  0.23275763766539512  0.23275763766539512  0.057480216739928716
0.402  0.9418544077014009  0.23401798843753432  0.23401798843753432  0.05814559229859907
0.403  0.9411840515346694  0.2352789552379555  0.2352789552379555  0.0588159484653307
0.404  0.9405087186091937  0.23654049318610867  0.23654049318610867  0.05949128139080638
0.405  0.9398284127742912  0.23780255740144385  0.23780255740144385  0.06017158722570894
0.406  0.9391431378792788  0.23906510300341102  0.23906510300341102  0.0608568621207212
0.407  0.9384528977734741  0.24032808511146025  0.24032808511146025  0.06154710222652598
0.408  0.937757696306194  0.24159145884504152  0.24159145884504152  0.062242303693806074
0.409  0.9370575373267558  0.2428551793236048  0.2428551793236048  0.06294246267324431
0.41  0.9363524246844765  0.24411920166660017  0.24411920166660017  0.0636475753155235
0.411  0.9356423622286736  0.2453834809934776  0.2453834809934776  0.06435763777132646
0.412  0.9349273538086642  0.2466479724236871  0.2466479724236871  0.065072646191336
0.413  0.9342074032737652  0.24791263107667869  0.24791263107667869  0.06579259672623491
0.414  0.9334825144732939  0.24917741207190236  0.24917741207190236  0.06651748552670605
0.415  0.932752691256568  0.25044227052880813  0.25044227052880813  0.06724730874343222
0.416  0.9320179374729037  0.25170716156684597  0.25170716156684597  0.06798206252709621
0.417  0.9312782569716191  0.252972040305466  0.252972040305466  0.06872174302838087
0.418  0.9305336536020311  0.25423686186411815  0.25423686186411815  0.06946634639796899
0.419  0.9297841312134566  0.2555015813622524  0.2555015813622524  0.07021586878654339
0.42  0.9290296936552132  0.2567661539193188  0.2567661539193188  0.07097030634478688
0.421  0.9282703447766177  0.2580305346547674  0.2580305346547674  0.07172965522338227
0.422  0.9275060884269877  0.2592946786880481  0.2592946786880481  0.07249391157301238
0.423  0.92673692845564  0.26055854113861104  0.26055854113861104  0.07326307154436004
0.424  0.925962868711892  0.2618220771259061  0.2618220771259061  0.07403713128810804
0.425  0.9251839130450609  0.2630852417693834  0.2630852417693834  0.07481608695493921
0.426  0.9244000653044637  0.2643479901884928  0.2643479901884928  0.07559993469553637
0.427  0.9236113293394177  0.2656102775026845  0.2656102775026845  0.07638867066058232
0.428  0.9228177089992402  0.2668720588314084  0.2668720588314084  0.07718229100075988
0.429  0.9220192081332482  0.26813328929411456  0.26813328929411456  0.07798079186675184
0.43  0.921215830590759  0.2693939240102529  0.2693939240102529  0.07878416940924104
0.431  0.9204075802210897  0.2706539180992736  0.2706539180992736  0.07959241977891032
0.432  0.9195944608735577  0.27191322668062645  0.27191322668062645  0.08040553912644244
0.433  0.9187764763974798  0.2731718048737616  0.2731718048737616  0.08122352360252023
0.434  0.9179536306421735  0.274429607798129  0.274429607798129  0.08204636935782653
0.435  0.917125927456956  0.27568659057317874  0.27568659057317874  0.08287407254304413
0.436  0.9162933706911441  0.2769427083183607  0.2769427083183607  0.08370662930885586
0.437  0.9154559641940555  0.278197916153125  0.278197916153125  0.08454403580594451
0.438  0.9146137118150072  0.2794521691969216  0.2794521691969216  0.08538628818499291
0.439  0.9137666174033162  0.28070542256920045  0.28070542256920045  0.08623338259668388
0.44  0.9129146848082998  0.2819576313894117  0.2819576313894117  0.08708531519170022
0.441  0.9120579178792753  0.2832087507770053  0.2832087507770053  0.08794208212072477
0.442  0.9111963204655598  0.2844587358514313  0.2844587358514313  0.08880367953444031
0.443  0.9103298964164704  0.2857075417321395  0.2857075417321395  0.08967010358352967
0.444  0.9094586495813243  0.2869551235385802  0.2869551235385802  0.09054135041867567
0.445  0.9085825838094389  0.28820143639020324  0.28820143639020324  0.09141741619056111
0.446  0.9077017029501312  0.28944643540645865  0.28944643540645865  0.09229829704986883
0.447  0.9068160108527185  0.29069007570679645  0.29069007570679645  0.09318398914728161
0.448  0.9059255123635004  0.2919323107412778  0.2919323107412778  0.09407448763649968
0.449  0.9050302284822189  0.29317307776725526  0.29317307776725526  0.09496977151778106
0.45  0.9041301835274304  0.29441233061458116  0.29441233061458116  0.09586981647256954
0.451  0.9032253998254864  0.29565002890052033  0.29565002890052033  0.09677460017451366
0.452  0.9023158997027381  0.29688613224233734  0.29688613224233734  0.09768410029726204
0.453  0.9014017054855368  0.29812060025729703  0.29812060025729703  0.09859829451446331
0.454  0.900482839500234  0.2993533925626642  0.2993533925626642  0.09951716049976601
0.455  0.8995593240731813  0.30058446877570366  0.30058446877570366  0.10044067592681881
0.456  0.8986311815307297  0.3018137885136801  0.3018137885136801  0.10136881846927026
0.457  0.897698434199231  0.3030413113938583  0.3030413113938583  0.10230156580076896
0.458  0.8967611044050364  0.30426699703350313  0.30426699703350313  0.10323889559496353
0.459  0.8958192144744975  0.3054908050498793  0.3054908050498793  0.10418078552550256
0.46  0.8948727867339654  0.3067126950602515  0.3067126950602515  0.10512721326603465
0.461  0.8939218435097918  0.3079326266818846  0.3079326266818846  0.1060781564902084
0.462  0.8929664071283278  0.3091505595320433  0.3091505595320433  0.10703359287167238
0.463  0.8920064999159248  0.3103664532279924  0.3103664532279924  0.10799350008407524
0.464  0.8910421441989346  0.3115802673869967  0.3115802673869967  0.10895785580106554
0.465  0.8900733623037081  0.3127919616263209  0.3127919616263209  0.10992663769629188
0.466  0.8891001765565972  0.31400149556322987  0.31400149556322987  0.11089982344340289
0.467  0.8881226092839528  0.31520882881498835  0.31520882881498835  0.11187739071604713
0.468  0.8871406828121267  0.31641392099886095  0.31641392099886095  0.11285931718787325
0.469  0.8861544194674702  0.31761673173211274  0.31761673173211274  0.1138455805325298
0.47  0.8851638415763347  0.3188172206320083  0.3188172206320083  0.1148361584236654
0.471  0.8841689714650713  0.3200153473158123  0.3200153473158123  0.11583102853492863
0.472  0.8831698314600319  0.32121107140078975  0.32121107140078975  0.1168301685399681
0.473  0.8821664438875677  0.3224043525042053  0.3224043525042053  0.11783355611243243
0.474  0.8811588310740298  0.3235951502433237  0.3235951502433237  0.1188411689259702
0.475  0.88014701534577  0.32478342423540973  0.32478342423540973  0.11985298465423001
0.476  0.8791310190291396  0.3259691340977282  0.3259691340977282  0.12086898097086045
0.477  0.8781108644504899  0.32715223944754385  0.32715223944754385  0.12188913554951014
0.478  0.8770865739361724  0.32833269990212144  0.32833269990212144  0.12291342606382766
0.479  0.8760581698125385  0.3295104750787258  0.3295104750787258  0.1239418301874616
0.48  0.8750256744059394  0.3306855245946216  0.3306855245946216  0.12497432559406059
0.481  0.8739891100427268  0.33185780806707366  0.33185780806707366  0.12601088995727322
0.482  0.8729484990492519  0.3330272851133468  0.3330272851133468  0.12705150095074808
0.483  0.8719038637518662  0.3341939153507057  0.3341939153507057  0.12809613624813374
0.484  0.8708552264769212  0.33535765839641524  0.33535765839641524  0.12914477352307885
0.485  0.869802609550768  0.3365184738677401  0.3365184738677401  0.130197390449232
0.486  0.8687460352997582  0.33767632138194503  0.33767632138194503  0.13125396470024178
0.487  0.8676855260502433  0.33883116055629486  0.33883116055629486  0.1323144739497568
0.488  0.8666211041285745  0.33998295100805437  0.33998295100805437  0.1333788958714256
0.489  0.8655527918611031  0.3411316523544883  0.3411316523544883  0.13444720813889682
0.49  0.864480611574181  0.34227722421286144  0.34227722421286144  0.1355193884258191
0.491  0.863404585594159  0.34341962620043853  0.34341962620043853  0.136595414405841
0.492  0.8623247362473889  0.34455881793448434  0.34455881793448434  0.1376752637526111
0.493  0.8612410896622261  0.3456947572501623  0.3456947572501623  0.13875891033777393
0.494  0.860153691744162  0.3468274003698368  0.3468274003698368  0.13984630825583802
0.495  0.8590625808992294  0.34795671753548774  0.34795671753548774  0.1409374191007705
0.496  0.857967793734231  0.3490826804231628  0.3490826804231628  0.14203220626576907
0.497  0.8568693668559688  0.35020526070890956  0.35020526070890956  0.14313063314403113
0.498  0.8557673368712458  0.3513244300687756  0.3513244300687756  0.1442326631287542
0.499  0.8546617403868642  0.3524401601788086  0.3524401601788086  0.1453382596131359
0.5  0.8535526140096265  0.353552422715056  0.353552422715056  0.14644738599037363
0.501  0.8524399943463351  0.3546611893535655  0.3546611893535655  0.147560005653665
0.502  0.8513239180037925  0.3557664317703847  0.3557664317703847  0.14867608199620752
0.503  0.8502044215888014  0.3568681216415613  0.3568681216415613  0.14979557841119867
0.504  0.8490815417081639  0.3579662306431427  0.3579662306431427  0.150918458291836
0.505  0.8479553149686829  0.3590607304511767  0.3590607304511767  0.1520446850313171
0.506  0.8468257779771607  0.36015159274171077  0.36015159274171077  0.15317422202283942
0.507  0.8456929673403996  0.3612387891907926  0.3612387891907926  0.15430703265960047
0.508  0.8445569196652023  0.3623222914744697  0.3623222914744697  0.1554430803347978
0.509  0.8434176715583711  0.36340207126878976  0.36340207126878976  0.15658232844162895
0.51  0.8422752596267087  0.3644781002498004  0.3644781002498004  0.15772474037329143
0.511  0.8411297204770173  0.3655503500935491  0.3655503500935491  0.15887027952298272
0.512  0.8399810907160996  0.36661879247608353  0.36661879247608353  0.16001890928390042
0.513  0.838829406950758  0.3676833990734514  0.3676833990734514  0.161170593049242
0.514  0.837674705787795  0.36874414156170005  0.36874414156170005  0.162325294212205
0.515  0.836517023834013  0.36980099161687735  0.36980099161687735  0.16348297616598698
0.516  0.8353563976962146  0.3708539209150308  0.3708539209150308  0.1646436023037854
0.517  0.8341928639812022  0.3719029011322079  0.3719029011322079  0.16580713601879782
0.518  0.8330264592957782  0.3729479039444564  0.3729479039444564  0.16697354070422177
0.519  0.8318572202467452  0.37398890102782395  0.37398890102782395  0.16814277975325473
0.52  0.8306851834409058  0.375025864058358  0.375025864058358  0.16931481655909428
0.521  0.8295103854850622  0.37605876471210625  0.37605876471210625  0.1704896145149379
0.522  0.8283328629860169  0.3770875746651162  0.3770875746651162  0.17166713701398315
0.523  0.8271526525505726  0.3781122655934355  0.3781122655934355  0.17284734744942748
0.524  0.8259697907855315  0.3791328091731119  0.3791328091731119  0.1740302092144685
0.525  0.8247843142976963  0.38014917708019275  0.38014917708019275  0.1752156857023037
0.526  0.8235962596938695  0.38116134099072585  0.38116134099072585  0.17640374030613062
0.527  0.8224056635808532  0.38216927258075867  0.38216927258075867  0.17759433641914676
0.528  0.8212125625654504  0.3831729435263389  0.3831729435263389  0.17878743743454964
0.529  0.8200169932544632  0.38417232550351416  0.38417232550351416  0.1799830067455368
0.53  0.8188189922546943  0.38516739018833196  0.38516739018833196  0.18118100774530577
0.531  0.817618596172946  0.38615810925683997  0.38615810925683997  0.18238140382705406
0.532  0.8164158416160209  0.38714445438508577  0.38714445438508577  0.18358415838397918
0.533  0.8152107651907214  0.38812639724911696  0.38812639724911696  0.18478923480927867
0.534  0.81400340350385  0.3891039095249812  0.3891039095249812  0.18599659649615008
0.535  0.8127937952449233  0.3900769629113052  0.3900769629113052  0.18720620475507666
0.536  0.8115819964707792  0.3910455346258756  0.3910455346258756  0.18841800352922072
0.537  0.8103680545226423  0.3920096112888531  0.3920096112888531  0.18963194547735782
0.538  0.8091520134302568  0.39296918033929873  0.39296918033929873  0.19084798656974322
0.539  0.8079339172233676  0.3939242292162731  0.3939242292162731  0.19206608277663242
0.54  0.8067138099317193  0.39487474535883754  0.39487474535883754  0.19328619006828085
0.541  0.8054917355850564  0.3958207162060526  0.3958207162060526  0.1945082644149438
0.542  0.8042677382131234  0.3967621291969794  0.3967621291969794  0.19573226178687667
0.543  0.8030418618456652  0.3976989717706786  0.3976989717706786  0.19695813815433494
0.544  0.8018141505124261  0.3986312313662114  0.3986312313662114  0.19818584948757395
0.545  0.8005846482431509  0.39955889542263856  0.39955889542263856  0.19941535175684916
0.546  0.7993533990675842  0.400481951379021  0.400481951379021  0.2006466009324159
0.547  0.7981204470154705  0.4014003866744196  0.4014003866744196  0.20187955298452956
0.548  0.7968858361165545  0.4023141887478952  0.4023141887478952  0.20311416388344558
0.549  0.7956496104005808  0.4032233450385088  0.4032233450385088  0.20435038959941934
0.55  0.7944118138972939  0.4041278429853214  0.4041278429853214  0.2055881861027062
0.551  0.7931724906364384  0.40502767002739365  0.40502767002739365  0.20682750936356162
0.552  0.791931684647759  0.4059228136037867  0.4059228136037867  0.208068315352241
0.553  0.7906894399610004  0.40681326115356137  0.40681326115356137  0.20931056003899967
0.554  0.789445800605907  0.4076990001157784  0.4076990001157784  0.21055419939409303
0.555  0.7882008106122235  0.40858001792949894  0.40858001792949894  0.21179918938777653
0.556  0.7869545140096945  0.4094563020337837  0.4094563020337837  0.21304548599030557
0.557  0.7857069548280645  0.4103278398676938  0.4103278398676938  0.2142930451719355
0.558  0.7844581770970782  0.4111946188702899  0.4111946188702899  0.21554182290292176
0.559  0.7832082248464803  0.412056626480633  0.412056626480633  0.21679177515351966
0.56  0.7819571421060154  0.4129138501377841  0.4129138501377841  0.2180428578939847
0.561  0.7807049729054277  0.41376627728080395  0.41376627728080395  0.21929502709457224
0.562  0.7794517612744624  0.4146138953487536  0.4146138953487536  0.2205482387255377
0.563  0.7781975512428636  0.41545669178069383  0.41545669178069383  0.2218024487571364
0.564  0.7769423868403763  0.4162946540156856  0.4162946540156856  0.22305761315962377
0.565  0.7756863120967448  0.41712776949278985  0.41712776949278985  0.22431368790325526
0.566  0.7744293710417138  0.41795602565106743  0.41795602565106743  0.2255706289582862
0.567  0.773171607705028  0.41877940992957924  0.41877940992957924  0.226828392294972
0.568  0.771913066116432  0.41959790976738615  0.41959790976738615  0.22808693388356813
0.569  0.7706537903056702  0.42041151260354914  0.42041151260354914  0.22934620969432987
0.57  0.7693938243024873  0.42122020587712916  0.42122020587712916  0.2306061756975127
0.571  0.768133212136628  0.42202397702718697  0.42202397702718697  0.23186678786337198
0.572  0.7668719978378369  0.42282281349278356  0.42282281349278356  0.23312800216216312
0.573  0.7656102254358585  0.42361670271297985  0.42361670271297985  0.2343897745641415
0.574  0.7643479389604375  0.4244056321268367  0.4244056321268367  0.23565206103956252
0.575  0.7630851824413184  0.425189589173415  0.425189589173415  0.2369148175586816
0.576  0.7618220085039268  0.42596856643063535  0.42596856643063535  0.23817799149607316
0.577  0.760558471251271  0.4267425673299004  0.4267425673299004  0.23944152874872912
0.578  0.7592946148641156  0.42751159494433105  0.42751159494433105  0.2407053851358844
0.579  0.7580304835094975  0.4282756523426765  0.4282756523426765  0.24196951649050266
0.58  0.7567661213544525  0.42903474259368607  0.42903474259368607  0.24323387864554746
0.581  0.7555015725660175  0.42978886876610883  0.42978886876610883  0.24449842743398256
0.582  0.7542368813112286  0.43053803392869405  0.43053803392869405  0.24576311868877151
0.583  0.7529720917571221  0.4312822411501909  0.4312822411501909  0.2470279082428779
0.584  0.7517072480707346  0.43202149349934854  0.43202149349934854  0.24829275192926542
0.585  0.7504423944191024  0.4327557940449164  0.4327557940449164  0.24955760558089768
0.586  0.7491775749692619  0.4334851458556435  0.4334851458556435  0.2508224250307383
0.587  0.747912833888249  0.43420955200027894  0.43420955200027894  0.2520871661117509
0.588  0.7466482153431008  0.43492901554757213  0.43492901554757213  0.25335178465689917
0.589  0.7453837635008533  0.4356435395662722  0.4356435395662722  0.25461623649914666
0.59  0.7441195225285429  0.4363531271251283  0.4363531271251283  0.25588047747145704
0.591  0.742855536593206  0.4370577812928898  0.4370577812928898  0.2571444634067939
0.592  0.7415918498618791  0.4377575051383058  0.4377575051383058  0.25840815013812096
0.593  0.7403285065015983  0.4384523017301254  0.4384523017301254  0.25967149349840174
0.594  0.7390655506794002  0.43914217413709794  0.43914217413709794  0.26093444932059995
0.595  0.7378030265623209  0.4398271254279726  0.4398271254279726  0.2621969734376791
0.596  0.7365409783173971  0.44050715867149853  0.44050715867149853  0.2634590216826029
0.597  0.7352794501116651  0.441182276936425  0.441182276936425  0.26472054988833504
0.598  0.7340184861121609  0.4418524832915012  0.4418524832915012  0.265981513887839
0.599  0.7327581304859214  0.44251778080547627  0.44251778080547627  0.26724186951407863
0.6  0.7314984273999827  0.4431781725470995  0.4431781725470995  0.2685015726000173
0.601  0.7302394210213813  0.4438336615851201  0.4438336615851201  0.2697605789786188
0.602  0.7289811555171533  0.4444842509882872  0.4444842509882872  0.2710188444828467
0.603  0.7277236750543354  0.44512994382535004  0.44512994382535004  0.27227632494566467
0.604  0.7264670237999638  0.4457707431650578  0.4457707431650578  0.27353297620003625
0.605  0.7252112459210749  0.44640665207615976  0.44640665207615976  0.2747887540789252
0.606  0.723956385584705  0.4470376736274051  0.4470376736274051  0.27604361441529507
0.607  0.7227024869578906  0.4476638108875429  0.4476638108875429  0.2772975130421095
0.608  0.721449594207668  0.44828506692532255  0.44828506692532255  0.27855040579233203
0.609  0.7201977515010736  0.4489014448094931  0.4489014448094931  0.2798022484989265
0.61  0.7189470030051437  0.4495129476088039  0.4495129476088039  0.2810529969948563
0.611  0.7176973928869149  0.45011957839200406  0.45011957839200406  0.28230260711308525
0.612  0.7164489653134233  0.45072134022784277  0.45072134022784277  0.2835510346865768
0.613  0.7152017644517054  0.4513182361850693  0.4513182361850693  0.28479823554829475
0.614  0.7139558344687974  0.4519102693324328  0.4519102693324328  0.2860441655312026
0.615  0.7127112200367207  0.4524974432088588  0.4524974432088588  0.28728877996327934
0.616  0.7114679731050572  0.4530797730250531  0.4530797730250531  0.2885320268949429
0.617  0.7102261358828101  0.45365727654014937  0.45365727654014937  0.28977386411718986
0.618  0.7089857464944757  0.4542299693017518  0.4542299693017518  0.29101425350552435
0.619  0.7077468430645496  0.45479786685746443  0.45479786685746443  0.29225315693545056
0.62  0.7065094637175277  0.4553609847548914  0.4553609847548914  0.29349053628247246
0.621  0.7052736465779057  0.45591933854163685  0.45591933854163685  0.2947263534220944
0.622  0.7040394297701796  0.4564729437653049  0.4564729437653049  0.29596057022982053
0.623  0.7028068514188452  0.45702181597349956  0.45702181597349956  0.2971931485811548
0.624  0.7015759496483984  0.45756597071382504  0.45756597071382504  0.2984240503516016
0.625  0.7003467625833352  0.45810542353388545  0.45810542353388545  0.299653237416665
0.626  0.6991193283481509  0.4586401899812849  0.4586401899812849  0.300880671651849
0.627  0.6978936850673421  0.4591702856036275  0.4591702856036275  0.30210631493265805
0.628  0.696669870865404  0.4596957259485175  0.4596957259485175  0.30333012913459606
0.629  0.6954479238668327  0.46021652656355866  0.46021652656355866  0.30455207613316726
0.63  0.6942278821961242  0.4607327029963555  0.4607327029963555  0.30577211780387586
0.631  0.6930097839777742  0.4612442707945119  0.4612442707945119  0.3069902160222259
0.632  0.6917936673362785  0.46175124550563207  0.46175124550563207  0.3082063326637216
0.633  0.690579570396133  0.4622536426773201  0.4622536426773201  0.3094204296038671
0.634  0.6893675312818335  0.46275147785718  0.46275147785718  0.3106324687181666
0.635  0.688157588117876  0.4632447665928161  0.4632447665928161  0.31184241188212414
0.636  0.6869497790287561  0.46373352443183236  0.46373352443183236  0.3130502209712439
0.637  0.68574414213897  0.464217766921833  0.464217766921833  0.31425585786103016
0.638  0.6845407155730131  0.464697509610422  0.464697509610422  0.31545928442698695
0.639  0.6833395374553817  0.46517276804520363  0.46517276804520363  0.31666046254461844
0.64  0.6821406459105712  0.46564355777378186  0.46564355777378186  0.31785935408942884
0.641  0.6809440790630779  0.46610989434376093  0.46610989434376093  0.3190559209369222
0.642  0.6797498750373973  0.46657179330274484  0.46657179330274484  0.32025012496260274
0.643  0.6785580719580253  0.46702927019833784  0.46702927019833784  0.32144192804197463
0.644  0.677368707949458  0.4674823405781439  0.4674823405781439  0.3226312920505421
0.645  0.6761818211361911  0.4679310199897673  0.4679310199897673  0.32381817886380904
0.646  0.6749974496427203  0.468375323980812  0.468375323980812  0.3250025503572798
0.647  0.6738156315935416  0.46881526809888224  0.46881526809888224  0.3261843684064585
0.648  0.6726364051131508  0.46925086789158205  0.46925086789158205  0.3273635948868493
0.649  0.6714598083260439  0.4696821389065156  0.4696821389065156  0.3285401916739563
0.65  0.6702858793567165  0.470109096691287  0.470109096691287  0.3297141206432837
0.651  0.6691146563296645  0.4705317567935003  0.4705317567935003  0.3308853436703357
0.652  0.6679461773693838  0.4709501347607597  0.4709501347607597  0.3320538226306163
0.653  0.6667804806003703  0.4713642461406693  0.4713642461406693  0.3332195193996298
0.654  0.6656176041471199  0.4717741064808331  0.4717741064808331  0.33438239585288027
0.655  0.6644575873425782  0.47217973411478953  0.47217973411478953  0.33554241265742196
0.656  0.6633004690600177  0.47258115948785495  0.47258115948785495  0.33669953093998245
0.657  0.6621462780032741  0.4729784067099524  0.4729784067099524  0.3378537219967261
0.658  0.6609950420237214  0.4733714987851871  0.4733714987851871  0.33900495797627855
0.659  0.6598467889727342  0.47376045871766403  0.47376045871766403  0.3401532110272658
0.66  0.6587015467016867  0.47414530951148864  0.47414530951148864  0.34129845329831343
0.661  0.6575593430619531  0.47452607417076587  0.47452607417076587  0.34244065693804715
0.662  0.6564202059049074  0.47490277569960093  0.47490277569960093  0.34357979409509276
0.663  0.6552841630819239  0.47527543710209896  0.47527543710209896  0.344715836918076
0.664  0.6541512424443774  0.4756440813823652  0.4756440813823652  0.34584875755562267
0.665  0.6530214718436417  0.4760087315445047  0.4760087315445047  0.3469785281563585
0.666  0.6518948791310909  0.4763694105926226  0.4763694105926226  0.34810512086890916
0.667  0.6507714921580996  0.47672614153082427  0.47672614153082427  0.34922850784190046
0.668  0.649651338776042  0.4770789473632146  0.4770789473632146  0.35034866122395814
0.669  0.6485344468362921  0.4774278510938989  0.4774278510938989  0.3514655531637079
0.67  0.6474208441902246  0.47777287572698235  0.47777287572698235  0.35257915580977556
0.671  0.6463105586892132  0.47811404426656995  0.47811404426656995  0.35368944131078683
0.672  0.6452036181846327  0.47845137971676693  0.47845137971676693  0.3547963818153675
0.673  0.6441000505278569  0.47878490508167854  0.47878490508167854  0.3558999494721432
0.674  0.6429998835702603  0.47911464336540976  0.47911464336540976  0.3570001164297398
0.675  0.6419031451632171  0.47944061757206596  0.47944061757206596  0.358096854836783
0.676  0.6408098631581016  0.47976285070575214  0.47976285070575214  0.35919013684189854
0.677  0.6397200654062879  0.48008136577057353  0.48008136577057353  0.3602799345937121
0.678  0.6386337797591505  0.4803961857706352  0.4803961857706352  0.3613662202408496
0.679  0.6375510340680635  0.4807073337100424  0.4807073337100424  0.36244896593193665
0.68  0.636471856184401  0.48101483259290023  0.48101483259290023  0.36352814381559906
0.681  0.6353962739595376  0.4813187054233139  0.4813187054233139  0.36460372604046254
0.682  0.6343243152448472  0.48161897520538843  0.48161897520538843  0.36567568475515283
0.683  0.6332560078917044  0.4819156649432292  0.4819156649432292  0.36674399210829567
0.684  0.6321913797514832  0.4822087976409412  0.4822087976409412  0.3678086202485169
