tScaled  A  B  C  D
0.156  0.9996678125134126  0.018716056981647692  0.018716056981647692  0.0003321874865874666
0.157  0.9996552473083602  0.01906674614783009  0.01906674614783009  0.0003447526916398215
0.158  0.9996422466994093  0.019421499394276648  0.019421499394276648  0.0003577533005907592
0.159  0.9996287990971386  0.019780330318775137  0.019780330318775137  0.00037120090286136317
0.16  0.9996148929121274  0.020143252519113322  0.020143252519113322  0.0003851070878727169
0.161  0.9996005165549542  0.020510279593078985  0.020510279593078985  0.00039948344504590444
0.162  0.9995856584361982  0.020881425138459888  0.020881425138459888  0.0004143415638020086
0.163  0.999570306966438  0.021256702753043814  0.021256702753043814  0.00042969303356211395
0.164  0.9995544505562528  0.02163612603461853  0.02163612603461853  0.00044554944374730333
0.165  0.9995380776162215  0.02201970858097181  0.02201970858097181  0.0004619223837786607
0.166  0.9995211765569229  0.02240746398989142  0.02240746398989142  0.0004788234430772695
0.167  0.9995037357889359  0.02279940585916515  0.02279940585916515  0.0004962642110642133
0.168  0.9994857437228394  0.023195547786580756  0.023195547786580756  0.000514256277160576
0.169  0.9994671887692126  0.02359590336992602  0.02359590336992602  0.0005328112307874407
0.17  0.9994480593386342  0.024000486206988705  0.024000486206988705  0.0005519406613658914
0.171  0.9994283438416831  0.02440930989555659  0.02440930989555659  0.0005716561583170115
0.172  0.9994080306889382  0.024822388033417454  0.024822388033417454  0.000591969311061885
0.173  0.9993871082909784  0.025239734218359056  0.025239734218359056  0.000612891709021595
0.174  0.9993655650583829  0.025661362048169174  0.025661362048169174  0.0006344349416172251
0.175  0.9993433894017302  0.02608728512063559  0.02608728512063559  0.0006566105982698592
0.176  0.9993205697315996  0.026517517033546066  0.026517517033546066  0.0006794302684005809
0.177  0.9992970944585696  0.026952071384688372  0.026952071384688372  0.0007029055414304732
0.178  0.9992729519932195  0.027390961771850283  0.027390961771850283  0.0007270480067806204
0.179  0.999248130746128  0.027834201792819587  0.027834201792819587  0.0007518692538721059
0.18  0.9992226191278741  0.028281805045384037  0.028281805045384037  0.0007773808721260135
0.181  0.9991964055490367  0.028733785127331414  0.028733785127331414  0.000803594450963426
0.182  0.9991694784201947  0.029190155636449482  0.029190155636449482  0.0008305215798054277
0.183  0.9991418261519269  0.029650930170526033  0.029650930170526033  0.0008581738480731022
0.184  0.9991134371548126  0.030116122327348824  0.030116122327348824  0.0008865628451875329
0.185  0.9990842998394303  0.03058574570470562  0.03058574570470562  0.0009157001605698033
0.186  0.9990544026163591  0.031059813900384217  0.031059813900384217  0.0009455973836409973
0.187  0.9990237338961779  0.03153834051217237  0.03153834051217237  0.000976266103822198
0.188  0.9989922820894657  0.03202133913785786  0.03202133913785786  0.0010077179105344896
0.189  0.9989600356068011  0.03250882337522845  0.03250882337522845  0.0010399643931989556
0.19  0.9989269828587635  0.03300080682207193  0.03300080682207193  0.0010730171412366787
0.191  0.9988931122559314  0.03349730307617605  0.03349730307617605  0.0011068877440687437
0.192  0.9988584122088839  0.0339983257353286  0.0339983257353286  0.0011415877911162334
0.193  0.9988228711281999  0.03450388839731735  0.03450388839731735  0.0011771288718002324
0.194  0.9987864774244584  0.03501400465993007  0.03501400465993007  0.001213522575541823
0.195  0.998749219508238  0.03552868812095452  0.03552868812095452  0.0012507804917620893
0.196  0.998711085790118  0.0360479523781785  0.0360479523781785  0.0012889142098821153
0.197  0.9986720646806772  0.036571811029389764  0.036571811029389764  0.0013279353193229844
0.198  0.9986321445904943  0.03710027767237608  0.03710027767237608  0.0013678554095057796
0.199  0.9985913139301485  0.037633365904925234  0.037633365904925234  0.0014086860698515854
0.2  0.9985495611102186  0.038171089324824985  0.038171089324824985  0.0014504388897814847
0.201  0.9985068745412835  0.03871346152986313  0.03871346152986313  0.0014931254587165618
0.202  0.9984632426339223  0.03926049611782741  0.03926049611782741  0.0015367573660778995
0.203  0.9984186537987135  0.039812206686505626  0.039812206686505626  0.0015813462012865816
0.204  0.9983730964462365  0.040368606833685525  0.040368606833685525  0.0016269035537636919
0.205  0.9983265589870698  0.0409297101571549  0.0409297101571549  0.001673441012930314
0.206  0.9982790298317926  0.04149553025470152  0.04149553025470152  0.001720970168207532
0.207  0.9982304973909837  0.04206608072411314  0.04206608072411314  0.0017695026090164285
0.208  0.9981809500752221  0.04264137516317756  0.04264137516317756  0.0018190499247780875
0.209  0.9981303762950865  0.04322142716968253  0.04322142716968253  0.0018696237049135925
0.21  0.9980787644611562  0.04380625034141584  0.04380625034141584  0.0019212355388440283
0.211  0.9980261029840096  0.04439585827616524  0.04439585827616524  0.001973897015990476
0.212  0.9979723802742262  0.04499026457171853  0.04499026457171853  0.002027619725774021
0.213  0.9979175847423843  0.045589482825863455  0.045589482825863455  0.0020824152576157467
0.214  0.9978617047990634  0.046193526636387816  0.046193526636387816  0.0021382952009367366
0.215  0.9978047288548421  0.04680240960107937  0.04680240960107937  0.0021952711451580747
0.216  0.997746638536177  0.04741614204878275  0.04741614204878275  0.0022533614638231454
0.217  0.9976873771837587  0.048034710751903846  0.048034710751903846  0.0023126228162413578
0.218  0.99762691586104  0.048658107869207885  0.048658107869207885  0.0023730841389600723
0.219  0.9975652320492973  0.0492863280791821  0.0492863280791821  0.0024347679507028845
0.22  0.9975023032298067  0.049919366060313664  0.049919366060313664  0.0024976967701933923
0.221  0.9974381068838448  0.050557216491089824  0.050557216491089824  0.0025618931161551914
0.222  0.9973726204926883  0.05119987404999776  0.05119987404999776  0.0026273795073118783
0.223  0.997305821537613  0.0518473334155247  0.0518473334155247  0.0026941784623870494
0.224  0.9972376874998958  0.05249958926615783  0.05249958926615783  0.002762312500104302
0.225  0.9971681958608128  0.05315663628038439  0.05315663628038439  0.002831804139187232
0.226  0.9970973241016408  0.05381846913669157  0.05381846913669157  0.002902675898359436
0.227  0.9970250497036556  0.05448508251356659  0.05448508251356659  0.00297495029634451
0.228  0.9969513501481341  0.05515647108949665  0.05515647108949665  0.003048649851866052
0.229  0.9968762029163524  0.05583262954296896  0.05583262954296896  0.0031237970836476576
0.23  0.9967995854895872  0.05651355255247074  0.05651355255247074  0.0032004145104129232
0.231  0.9967214753491146  0.05719923479648918  0.05719923479648918  0.003278524650885446
0.232  0.9966418499762112  0.05788967095351152  0.05788967095351152  0.0033581500237888215
0.233  0.9965606868521535  0.058584855702024936  0.058584855702024936  0.003439313147846647
0.234  0.9964779634582176  0.059284783720516675  0.059284783720516675  0.003522036541782519
0.235  0.9963936572756801  0.05998944968747391  0.05998944968747391  0.003606342724320034
0.236  0.9963077457858174  0.06069884828138387  0.06069884828138387  0.0036922542141827872
0.237  0.9962202064699057  0.06141297418073375  0.06141297418073375  0.0037797935300943773
0.238  0.9961310168092217  0.06213182206401079  0.06213182206401079  0.0038689831907783995
0.239  0.9960401542850417  0.06285538660970216  0.06285538660970216  0.003959845714958451
0.24  0.995947596378642  0.0635836624962951  0.0635836624962951  0.004052403621358129
0.241  0.995853320571299  0.0643166444022768  0.0643166444022768  0.004146679428701027
0.242  0.9957573043442893  0.06505432700613448  0.06505432700613448  0.004242695655710744
0.243  0.9956595251788891  0.06579670498635536  0.06579670498635536  0.004340474821110877
0.244  0.9955599605563751  0.06654377302142661  0.06654377302142661  0.004440039443625021
0.245  0.9954585879580233  0.06729552578983548  0.06729552578983548  0.004541412041976774
0.246  0.9953553848651104  0.06805195797006919  0.06805195797006919  0.004644615134889732
0.247  0.9952503287589126  0.0688130642406149  0.0688130642406149  0.00474967124108749
0.248  0.9951433971207065  0.06957883927995984  0.06957883927995984  0.0048566028792936455
0.249  0.9950345674317683  0.07034927776659124  0.07034927776659124  0.004965432568231796
0.25  0.9949238171733745  0.0711243743789963  0.0711243743789963  0.005076182826625539
0.251  0.9948111238268016  0.0719041237956622  0.0719041237956622  0.005188876173198467
0.252  0.994696464873326  0.0726885206950762  0.0726885206950762  0.00530353512667418
0.253  0.9945798177942239  0.07347755975572547  0.07347755975572547  0.005420182205776273
0.254  0.9944611600707718  0.07427123565609722  0.07427123565609722  0.005538839929228342
0.255  0.9943404691842462  0.0750695430746787  0.0750695430746787  0.005659530815753987
0.256  0.9942177226159233  0.07587247668995707  0.07587247668995707  0.0057822773840768005
0.257  0.9940928978470798  0.07668003118041956  0.07668003118041956  0.00590710215292038
0.258  0.9939659723589918  0.07749220122455341  0.07749220122455341  0.0060340276410083245
0.259  0.9938369236329359  0.07830898150084577  0.07830898150084577  0.006163076367064227
0.26  0.9937057291501885  0.07913036668778389  0.07913036668778389  0.006294270849811686
0.261  0.9935723663920258  0.07995635146385498  0.07995635146385498  0.006427633607974298
0.262  0.9934368128397244  0.08078693050754622  0.08078693050754622  0.006563187160275659
0.263  0.9932990459745609  0.08162209849734485  0.08162209849734485  0.006700954025439365
0.264  0.9931590432778111  0.08246185011173805  0.08246185011173805  0.006840956722189015
0.265  0.993016782230752  0.08330618002921308  0.08330618002921308  0.006983217769248202
0.266  0.9928722403146596  0.08415508292825709  0.08415508292825709  0.007127759685340526
0.267  0.9927253950108105  0.08500855348735732  0.08500855348735732  0.007274604989189581
0.268  0.9925762238004812  0.08586658638500098  0.08586658638500098  0.007423776199518966
0.269  0.9924247041649479  0.08672917629967529  0.08672917629967529  0.007575295835052274
0.27  0.992270813585487  0.08759631790986744  0.08759631790986744  0.007729186414513104
0.271  0.9921145295433751  0.08846800589406463  0.08846800589406463  0.007885470456625052
0.272  0.9919558295198885  0.0893442349307541  0.0893442349307541  0.008044170480111712
0.273  0.9917946909963035  0.09022499969842304  0.09022499969842304  0.008205309003696688
0.274  0.9916310914538966  0.09111029487555865  0.09111029487555865  0.00836890854610357
0.275  0.9914650083739441  0.09200011514064817  0.09200011514064817  0.008534991626055954
0.276  0.9912964192377227  0.09289445517217879  0.09289445517217879  0.008703580762277442
0.277  0.9911253015265086  0.09379330964863772  0.09379330964863772  0.008874698473491623
0.278  0.990951632721578  0.09469667324851216  0.09469667324851216  0.009048367278422101
0.279  0.9907753903042076  0.09560454065028937  0.09560454065028937  0.009224609695792469
0.28  0.9905965517556738  0.09651690653245648  0.09651690653245648  0.009403448244326323
0.281  0.9904150945572529  0.09743376557350075  0.09743376557350075  0.00958490544274726
0.282  0.9902309961902213  0.0983551124519094  0.0983551124519094  0.009769003809778878
0.283  0.9900442341358553  0.09928094184616959  0.09928094184616959  0.009955765864144771
0.284  0.9898547858754316  0.10021124843476857  0.10021124843476857  0.010145214124568537
0.285  0.9896626208442539  0.10114602289684595  0.10114602289684595  0.010337379155746118
0.286  0.9894676769267482  0.10208523269805894  0.10208523269805894  0.01053232307325192
0.287  0.9892699251298536  0.10302885122409224  0.10302885122409224  0.010730074870146647
0.288  0.9890693415990258  0.10397685379720839  0.10397685379720839  0.010930658400974453
0.289  0.9888659024797206  0.10492921573966994  0.10492921573966994  0.01113409752027948
0.29  0.9886595839173943  0.10588591237373944  0.10588591237373944  0.011340416082605883
0.291  0.9884503620575024  0.10684691902167948  0.10684691902167948  0.0115496379424978
0.292  0.9882382130455007  0.10781221100575257  0.10781221100575257  0.011761786954499387
0.293  0.9880231130268453  0.10878176364822127  0.10878176364822127  0.011976886973154788
0.294  0.987805038146992  0.10975555227134814  0.10975555227134814  0.012194961853008151
0.295  0.9875839645513964  0.11073355219739574  0.11073355219739574  0.012416035448603625
0.296  0.9873598683855148  0.11171573874862661  0.11171573874862661  0.012640131614485354
0.297  0.9871327257948027  0.11270208724730334  0.11270208724730334  0.01286727420519749
0.298  0.986902512924716  0.1136925730156884  0.1136925730156884  0.013097487075284178
0.299  0.9866692059207105  0.11468717137604441  0.11468717137604441  0.013330794079289568
0.3  0.9864327809282424  0.11568585765063394  0.11568585765063394  0.013567219071757805
0.301  0.9861932140927672  0.11668860716171947  0.11668860716171947  0.013806785907233035
0.302  0.9859504815597406  0.11769539523156361  0.11769539523156361  0.014049518440259413
0.303  0.985704559474619  0.11870619718242888  0.11870619718242888  0.014295440525381078
0.304  0.985455423982858  0.11972098833657786  0.11972098833657786  0.01454457601714218
0.305  0.9852030512299133  0.12073974401627309  0.12073974401627309  0.01479694877008687
0.306  0.9849474173612409  0.12176243954377712  0.12176243954377712  0.015052582638759296
0.307  0.9846884985222966  0.12278905024135252  0.12278905024135252  0.0153115014777036
0.308  0.9844262708585362  0.1238195514312618  0.1238195514312618  0.015573729141463936
0.309  0.9841607105154156  0.12485391843576756  0.12485391843576756  0.015839289484584445
0.31  0.9838917936383907  0.12589212657713234  0.12589212657713234  0.01610820636160928
0.311  0.9836194963729175  0.12693415117761866  0.12693415117761866  0.01638050362708259
0.312  0.9833437948644517  0.12797996755948915  0.12797996755948915  0.016656205135548514
0.313  0.9830646652584489  0.12902955104500627  0.12902955104500627  0.01693533474155121
0.314  0.9827820837003653  0.13008287695643259  0.13008287695643259  0.017217916299634813
0.315  0.9824960263356567  0.13113992061603075  0.13113992061603075  0.017503973664343482
0.316  0.9822064693097787  0.1322006573460632  0.1322006573460632  0.01779353069022136
0.317  0.9819133887681875  0.13326506246879252  0.13326506246879252  0.018086611231812603
0.318  0.9816167608563388  0.13433311130648135  0.13433311130648135  0.018383239143661346
0.319  0.9813165617196883  0.1354047791813921  0.1354047791813921  0.018683438280311736
0.32  0.9810127675036922  0.1364800414157874  0.1364800414157874  0.018987232496307935
0.321  0.9807053543538061  0.13755887333192982  0.13755887333192982  0.019294645646194084
0.322  0.9803942984154859  0.13864125025208185  0.13864125025208185  0.01960570158451432
0.323  0.9800795758341874  0.13972714749850612  0.13972714749850612  0.0199204241658128
0.324  0.9797611627553664  0.1408165403934651  0.1408165403934651  0.020238837244633677
0.325  0.9794390353244791  0.1419094042592214  0.1419094042592214  0.020560964675521088
0.326  0.9791131696869809  0.14300571441803756  0.14300571441803756  0.020886830313019186
0.327  0.978783541988328  0.14410544619217616  0.14410544619217616  0.021216458011672122
0.328  0.9784501283739762  0.1452085749038997  0.1452085749038997  0.021549871626024033
0.329  0.9781129049893811  0.14631507587547077  0.14631507587547077  0.021887095010619074
0.33  0.9777718479799987  0.14742492442915187  0.14742492442915187  0.022228152020001397
0.331  0.977426933491285  0.14853809588720565  0.14853809588720565  0.022573066508715142
0.332  0.9770781376686957  0.14965456557189455  0.14965456557189455  0.022921862331304457
0.333  0.9767254366576866  0.15077430880548118  0.15077430880548118  0.02327456334231349
